"MouseID","Area","Perim.","Mean","StdDev","Mode","Min","Max","Median","Skew","Kurt","Major","Minor","Angle","Circ.","AR","Round","Solidity","Feret","FeretAngle","MinFeret","IntDen","RawIntDen","TumourCalling"
"86801-0",3.399,9.594,70.584,20.533,61,0,171,67,1.871,7.011,2.398,1.804,20.636,0.464,1.329,0.752,0.909,2.605,16.356,2.005,239.912,324899,"Ad"
"86801-0",3.603,11.288,78.542,22.86,75,0,201,79,-0.192,3.662,3.285,1.397,9.875,0.355,2.352,0.425,0.888,3.369,10.222,1.538,283.024,383283,"Ad"
"86801-0",2.55,7.157,79.084,17.795,70,0,157,77,0.595,3.288,2.77,1.172,177.219,0.626,2.363,0.423,0.931,2.788,167.047,1.279,201.645,273076,"Ad"
"86801-0",2.015,7.044,77.975,18.608,74,0,181,77,0.394,6.379,1.822,1.408,41.137,0.51,1.295,0.772,0.91,1.885,42.663,1.453,157.132,212794,"Ad"
"86951-0",0.679,4.521,113.486,15.966,135,74,138,114,-0.167,-1.172,1.952,0.443,6.363,0.417,4.407,0.227,0.862,2.021,8.246,0.505,77.04,91697,"nAd"
"86951-0",0.243,2.126,102.962,35.998,140,11,172,104,-0.22,-1.104,0.679,0.455,20.434,0.675,1.491,0.67,0.844,0.756,32.471,0.522,25,29756,"nAd"
"86951-0",0.329,3.096,102.355,33.092,127,0,173,105,-0.288,-0.618,0.738,0.568,14.235,0.432,1.299,0.77,0.735,0.915,169.046,0.638,33.71,40123,"nAd"
"86951-0",0.347,2.577,115.634,24.466,121,0,159,122,-1.37,1.989,0.866,0.51,73.261,0.657,1.697,0.589,0.88,0.986,65.695,0.58,40.124,47757,"nAd"
"86951-0",2.761,9.647,69.059,23.374,56,0,136,65,0.315,0.328,2.857,1.23,69.004,0.373,2.323,0.431,0.803,2.946,66.209,1.502,190.655,226927,"nAd"
"86951-0",0.26,2.161,70.301,16.509,70,40,110,69,0.475,-0.615,0.76,0.435,165.841,0.698,1.745,0.573,0.869,0.852,162.181,0.519,18.251,21723,"nAd"
"86951-0",3.809,8.595,81.678,25.584,80,0,149,81,-0.414,0.941,2.533,1.915,54.904,0.648,1.323,0.756,0.948,2.613,49.95,2.049,311.135,370329,"Ad"
"86951-0",0.312,2.249,73.081,16.968,58,42,117,71,0.515,-0.469,0.761,0.521,88.895,0.774,1.459,0.685,0.917,0.797,109.093,0.522,22.779,27113,"nAd"
"86951-0",0.23,2.01,79.701,18.306,74,42,128,77,0.585,-0.242,0.691,0.424,97.324,0.716,1.63,0.613,0.895,0.717,104.036,0.448,18.347,21838,"nAd"
"86951-0",0.57,3.028,89.691,19.204,85,36,138,90,-0.119,-0.467,0.905,0.803,128.282,0.782,1.127,0.888,0.933,0.939,98.881,0.84,51.166,60900,"nAd"
"86951-0",2.002,7.149,67.178,16.54,68,0,119,67,4.62e-06,0.788,2.058,1.239,64.472,0.492,1.662,0.602,0.896,2.258,74.358,1.358,134.498,160086,"nAd"
"86951-0",7.326,14.264,84.946,25.521,116,0,149,85,-0.41,-0.258,3.288,2.837,64.777,0.453,1.159,0.863,0.912,3.48,60.018,2.927,622.333,740732,"Ad"
"86951-0",4.097,8.486,88.343,22.567,72,0,152,88,-0.114,-0.253,2.539,2.054,124.352,0.715,1.236,0.809,0.928,2.594,108.232,2.124,361.908,430761,"Ad"
"86951-0",2.593,7.758,71.136,16.098,73,5,126,72,-0.404,1.575,2.669,1.237,89.645,0.541,2.158,0.463,0.93,2.902,92.862,1.303,184.436,219525,"nAd"
"86951-0",5.72,11.554,87.347,24.709,111,0,150,89,-0.387,-0.018,3.934,1.851,173.738,0.538,2.125,0.471,0.913,4.099,171.87,2.131,499.61,594661,"Ad"
"86951-0",0.23,2.072,66.186,14.425,56,37,104,63,0.659,-0.324,0.603,0.486,139.648,0.674,1.242,0.805,0.84,0.689,157.751,0.553,15.236,18135,"nAd"
"86951-0",0.243,2.246,65.301,13.051,61,42,105,63,1.091,1.031,0.648,0.477,113.763,0.605,1.358,0.737,0.77,0.739,101.31,0.574,15.855,18872,"nAd"
"86951-0",0.766,4.702,61.178,12.946,56,11,133,60,2.37,9.499,1.248,0.782,31.328,0.436,1.596,0.626,0.859,1.284,28.301,0.871,46.876,55794,"Ad"
"86951-0",0.223,1.949,79.703,20.555,103,39,119,81,-0.081,-1.154,0.72,0.395,115.064,0.739,1.82,0.549,0.878,0.78,111.801,0.442,17.812,21201,"nAd"
"86951-0",0.92,4.261,72.203,18.52,56,34,125,70,0.457,-0.556,1.206,0.971,13.67,0.637,1.242,0.805,0.911,1.343,166.264,1.008,66.425,79062,"nAd"
"86951-0",3.365,7.657,88.197,28.414,0,0,147,92,-1.188,1.779,2.429,1.764,171.802,0.721,1.377,0.726,0.95,2.574,172.235,1.861,296.768,353228,"Ad"
"86951-0",1.007,5.253,87.239,26.758,56,34,148,85,0.214,-1.023,1.276,1.005,122.615,0.458,1.27,0.788,0.868,1.394,110.695,1.131,87.807,104512,"nAd"
"86951-0",0.363,2.222,111.787,16.689,102,67,139,112,-0.233,-0.846,0.703,0.657,179.51,0.924,1.07,0.935,0.945,0.745,13.496,0.667,40.573,48292,"nAd"
"86951-0",14.588,22.365,75.035,25.222,81,0,172,78,-0.675,1.138,5.192,3.578,92.529,0.366,1.451,0.689,0.867,5.616,97.712,4.118,1094.588,1302833,"Ad"
"86951-0",8.739,18.464,83.166,25.736,79,0,175,85,-0.602,0.423,5.173,2.151,8.041,0.322,2.405,0.416,0.876,5.451,1.523,2.474,726.817,865094,"Ad"
"86951-0",10.044,17.211,68.115,27.294,0,0,188,70,-0.568,1.058,3.929,3.255,76.811,0.426,1.207,0.828,0.87,4.351,80.412,3.693,684.155,814315,"Ad"
"86951-0",3.375,8.922,62.649,26.527,0,0,144,61,-0.006,0.648,2.403,1.789,159.193,0.533,1.343,0.744,0.887,2.76,162.897,1.877,211.435,251660,"Ad"
"86951-0",14.823,18.01,88.286,26.779,110,0,201,94,-1.099,1.93,4.564,4.135,164.287,0.574,1.104,0.906,0.939,4.98,155.225,4.267,1308.665,1557638,"Ad"
"86951-0",10.888,15.681,79.575,26.364,0,0,194,80,-0.673,1.322,4.596,3.016,7.649,0.556,1.524,0.656,0.934,5.071,24.661,3.15,866.448,1031290,"Ad"
"86951-0",1.745,5.245,80.925,18.788,89,0,136,82,-0.604,1.319,1.726,1.287,99.105,0.797,1.341,0.746,0.969,1.804,113.682,1.246,141.215,168081,"Ad"
"86951-0",2.12,7.842,64.478,25.017,0,0,132,63,-0.438,0.613,1.738,1.553,56.07,0.433,1.12,0.893,0.832,2.215,42.879,1.736,136.676,162679,"Ad"
"86951-0",0.207,2.447,61.561,16.15,56,37,129,58,1.908,4.586,0.74,0.356,32.512,0.434,2.079,0.481,0.707,0.882,43.668,0.477,12.723,15144,"Ad"
"86951-0",9.503,17.23,73.596,26.169,0,0,172,76,-0.534,0.747,3.829,3.16,147.722,0.402,1.211,0.825,0.894,4.352,131.76,3.29,699.382,832439,"Ad"
"86951-0",1.705,6.247,72.886,27.54,0,0,149,72,0.121,0.876,1.585,1.37,112.369,0.549,1.157,0.864,0.875,1.687,109.058,1.477,124.247,147885,"Ad"
"86951-0",3.563,10.806,72.79,26.862,85,0,152,76,-0.289,0.872,2.85,1.592,170.021,0.383,1.79,0.559,0.817,3.135,176.82,1.767,259.36,308703,"Ad"
"86951-0",1.644,6.223,71.362,25.549,74,0,176,71,0.011,2.174,1.758,1.191,169.602,0.534,1.476,0.677,0.907,1.962,167.196,1.27,117.332,139655,"Ad"
"86951-0",0.537,2.953,60.736,6.655,63,42,79,61,-0.201,-0.304,0.899,0.761,149.129,0.774,1.181,0.847,0.898,1.001,157.891,0.795,32.607,38810,"Ad"
"86951-0",4.062,10.955,73.5,22.348,79,0,159,75,-0.342,2.242,2.458,2.104,40.734,0.425,1.168,0.856,0.887,2.707,37.606,2.252,298.568,355371,"Ad"
"86951-0",0.289,2.738,69.968,18.495,51,30,119,67,0.553,-0.39,0.915,0.402,161.571,0.484,2.275,0.439,0.74,0.991,164.745,0.493,20.222,24069,"Ad"
"86951-0",1.538,6.343,70.533,20.005,67,31,168,67,1.829,3.713,1.584,1.237,158.456,0.48,1.28,0.781,0.852,1.765,137.663,1.36,108.503,129146,"Ad"
"86951-0",5.852,11.263,83.425,27.487,0,0,163,89,-1.012,1.384,3.341,2.23,176.202,0.58,1.498,0.667,0.946,3.44,16.144,2.33,488.177,581053,"Ad"
"86951-0",2.984,8.205,74.617,28.373,69,0,218,73,0.346,1.878,2.276,1.669,99.492,0.557,1.364,0.733,0.891,2.514,110.943,1.739,222.677,265041,"Ad"
"86951-0",1.421,5.489,69.028,13.919,61,12,137,67,0.98,2.886,1.402,1.29,7.744,0.592,1.087,0.92,0.942,1.466,24.538,1.333,98.069,116727,"Ad"
"86951-0",3.078,9.047,77.614,21.814,87,0,161,81,-0.838,3.093,2.357,1.662,153.04,0.473,1.418,0.705,0.919,2.58,141.843,1.746,238.857,284299,"Ad"
"86951-0",3.058,8.237,69.66,22.825,81,0,146,71,-0.774,2.955,2.296,1.696,41.743,0.566,1.354,0.739,0.889,2.51,31.304,1.791,213.032,253561,"Ad"
"86951-0",7.48,13.84,77.383,22.488,74,0,143,76,-0.025,0.459,3.43,2.777,85.436,0.491,1.235,0.81,0.906,3.642,56.689,3.088,578.821,688942,"Ad"
"86951-1",0.884,5.626,65.693,11.478,58,38,99,65,0.189,-0.523,1.364,0.825,149.928,0.351,1.653,0.605,0.727,1.746,166.651,0.927,58.068,70029,NA
"86951-1",0.922,4.727,65.57,12.835,66,34,106,64,0.633,0.005,1.421,0.826,19.79,0.518,1.72,0.581,0.828,1.561,37.504,0.928,60.46,72914,NA
"86951-1",0.255,2.815,59.886,9.411,51,33,86,60,0.293,0.007,0.769,0.423,105.766,0.405,1.817,0.55,0.691,0.979,114.305,0.546,15.295,18445,NA
"86951-1",0.685,3.722,43.381,28.392,0,0,103,45,-0.137,-1.171,1.436,0.607,141.529,0.621,2.364,0.423,0.891,1.494,152.447,0.633,29.713,35833,NA
"86951-1",0.257,2.265,65.826,12.596,54,38,107,66,0.203,-0.472,0.716,0.457,28.875,0.629,1.568,0.638,0.87,0.8,30.256,0.474,16.921,20406,NA
"86951-1",1.426,5.935,65.211,14.185,65,19,113,65,0.143,0.023,1.915,0.948,81.637,0.509,2.019,0.495,0.869,2.018,92.454,1.081,93.005,112163,NA
"86951-1",0.359,2.733,63.691,10.302,55,30,91,63,-0.02,-0.509,0.812,0.563,120.943,0.604,1.444,0.693,0.857,0.978,137.386,0.663,22.868,27578,NA
"86951-1",0.265,2.35,72.322,12.568,74,35,102,72,0.123,-0.326,0.826,0.409,92.418,0.604,2.021,0.495,0.848,0.847,107.819,0.461,19.19,23143,NA
"86951-1",7.415,15.725,91.799,28.794,124,0,148,97,-0.855,0.533,5.235,1.803,175.309,0.377,2.903,0.344,0.876,5.868,172.387,2.186,680.659,820863,NA
"86951-1",1.732,8.608,76.772,22.635,71,0,148,76,0.227,0.165,1.552,1.421,148.296,0.294,1.092,0.916,0.818,1.798,35.218,1.57,132.984,160376,NA
"86951-1",1.549,6.136,80.077,25.155,83,0,138,83,-1.118,1.929,1.879,1.049,6.049,0.517,1.791,0.558,0.936,1.921,23.875,1.065,124.034,149583,NA
"86951-1",0.878,4.81,71.536,17.669,58,0,140,70,0.553,1.266,1.213,0.922,164.394,0.477,1.315,0.76,0.904,1.366,137.564,0.917,62.818,75757,NA
"86951-1",4.191,11.896,71.869,21.812,60,0,139,69,-0.082,0.414,2.742,1.946,159.935,0.372,1.409,0.71,0.911,3.014,152.7,2.073,301.187,363226,NA
"86951-1",0.245,2.136,65.652,12.497,79,36,91,65,-0.031,-0.987,0.692,0.452,45.678,0.676,1.53,0.653,0.867,0.756,49.635,0.525,16.114,19433,NA
"86951-1",0.357,2.709,69.549,15.453,71,39,110,68,0.345,-0.64,0.733,0.619,45.257,0.61,1.185,0.844,0.805,0.85,28.301,0.713,24.798,29906,NA
"86951-1",0.39,3.225,61.021,9.367,55,37,90,60,0.539,0.283,0.727,0.682,150.456,0.471,1.066,0.938,0.853,0.9,140.194,0.72,23.781,28680,NA
"86951-1",1.452,5.434,78.478,24.967,72,19,135,78,0.168,-0.675,1.517,1.218,88.536,0.618,1.245,0.803,0.901,1.677,101.889,1.254,113.944,137415,NA
"86951-1",0.276,2.652,70.502,14.451,62,32,116,70,0.458,0.283,0.892,0.394,75.946,0.494,2.262,0.442,0.825,1.038,70.56,0.474,19.467,23477,NA
"86951-1",0.275,2.608,72.901,22.228,56,30,154,68,1.438,2.21,0.776,0.452,176.802,0.509,1.718,0.582,0.837,0.904,170.838,0.489,20.069,24203,NA
"86951-1",2.066,7.34,88.99,23.706,99,0,140,95,-1.68,3.813,2.777,0.947,3.105,0.482,2.932,0.341,0.922,2.872,6.911,0.962,183.886,221764,NA
"86951-1",6.626,12.107,88.065,26.553,116,0,142,91,-0.763,0.351,3.007,2.806,57.476,0.568,1.072,0.933,0.891,3.663,36.69,3.01,583.53,703727,NA
"86951-1",3.064,8.52,76.447,25.534,82,0,141,79,-0.566,0.331,2.129,1.833,99.204,0.53,1.162,0.861,0.917,2.411,130.156,1.787,234.225,282472,NA
"86951-1",2.527,6.754,86.734,16.545,98,0,129,91,-1.513,4.242,2.458,1.309,1.34,0.696,1.877,0.533,0.952,2.513,4.6,1.377,219.212,264366,NA
"86951-1",4.574,9.411,78.436,17.893,80,0,140,80,-0.836,2.632,2.756,2.113,15.67,0.649,1.304,0.767,0.929,2.888,9.181,2.195,358.757,432655,NA
"86951-1",0.638,4.427,63.615,13.344,48,36,99,61,0.343,-0.967,0.997,0.814,172.819,0.409,1.224,0.817,0.787,1.237,167.905,0.906,40.564,48920,NA
"86951-1",0.481,3.296,77.766,16.721,85,11,115,80,-0.334,-0.069,0.88,0.696,11.818,0.556,1.264,0.791,0.908,0.938,10.62,0.749,37.4,45104,NA
"86951-1",5.745,10.652,81.14,19.85,74,0,145,82,-0.214,0.353,3.129,2.337,30.465,0.636,1.339,0.747,0.953,3.323,27.897,2.464,466.125,562139,NA
"86951-1",1.184,5.436,73.047,19.378,74,0,130,72,0.025,0.965,1.506,1.001,169.053,0.503,1.504,0.665,0.844,1.677,168.111,1.144,86.495,104311,NA
"86951-1",29.095,35.102,69.812,24.028,74,0,180,71,-0.359,0.909,7.058,5.249,179.473,0.297,1.345,0.744,0.842,8.326,178.216,5.717,2031.167,2449554,NA
"86951-1",1.449,4.874,78.517,25.505,89,0,145,82,-0.746,1.406,1.518,1.216,162.293,0.767,1.248,0.801,0.945,1.705,142.549,1.198,113.806,137248,NA
"86951-1",0.853,4.129,74.863,34.895,0,0,147,80,-0.724,-0.015,1.203,0.903,93.511,0.629,1.332,0.751,0.891,1.348,109.983,0.95,63.876,77034,NA
"86951-1",5.587,10.59,67.59,22.049,74,0,145,70,-0.347,0.572,3.215,2.213,143.03,0.626,1.453,0.688,0.898,3.626,124.321,2.277,377.635,455422,NA
"86951-1",2.712,7.163,80.908,24.685,80,0,157,80,-0.05,0.78,2.621,1.318,72.567,0.664,1.989,0.503,0.917,2.631,84.976,1.343,219.447,264650,NA
"86951-1",0.467,3.358,71.353,14.382,69,36,115,70,0.203,-0.529,0.911,0.653,123.46,0.52,1.395,0.717,0.822,1.021,130.426,0.753,33.311,40172,NA
"86951-1",1.218,5.731,69.438,20.684,76,0,134,71,-0.53,1.642,1.491,1.04,0.714,0.466,1.433,0.698,0.837,1.657,172.011,1.16,84.582,102004,NA
"86951-1",2.193,8.442,63.273,17.414,58,0,108,63,-0.225,0.321,2.525,1.106,4.134,0.387,2.283,0.438,0.807,2.522,6.557,1.31,138.771,167356,NA
"86951-1",1.953,6.715,83.24,30.984,0,0,146,88,-0.95,0.903,2.049,1.213,16.033,0.544,1.689,0.592,0.887,2.271,12.45,1.387,162.549,196031,NA
"86951-1",1.522,6.083,68.515,18.758,57,23,122,64,0.799,0.175,2.138,0.907,16.068,0.517,2.358,0.424,0.903,2.126,28.301,0.946,104.308,125794,NA
"86951-1",5.467,12.342,94.424,29.22,112,0,158,98,-0.643,0.451,3.473,2.004,8.696,0.451,1.733,0.577,0.904,3.723,14.789,2.121,516.206,622536,NA
"86951-1",3.478,8.467,92.5,26.98,112,0,157,93,-0.372,0.144,2.548,1.738,74.315,0.61,1.466,0.682,0.859,2.905,103.761,1.782,321.761,388039,NA
"86951-1",1.075,5.446,56.578,14.751,58,0,107,57,-0.059,1.196,1.278,1.071,90.025,0.456,1.193,0.838,0.812,1.433,112.443,1.188,60.848,73382,NA
"86951-1",0.378,2.702,69.537,17.209,60,28,142,66,1.345,2.13,0.803,0.599,89.653,0.651,1.341,0.746,0.908,0.851,66.038,0.576,26.293,31709,NA
"86951-1",3.477,8.886,68.819,26.528,76,0,153,70,-0.036,1.279,2.175,2.035,76.356,0.553,1.069,0.935,0.878,2.592,36.87,2.008,239.272,288558,NA
"86951-1",2.177,6.59,80.845,33.039,0,0,155,85,-0.673,0.313,1.924,1.441,91.246,0.63,1.335,0.749,0.883,2.164,40.684,1.597,176.039,212300,NA
"86951-1",4.85,11.346,80.047,29.517,60,0,160,79,0.008,-0.464,2.698,2.289,67.139,0.473,1.179,0.848,0.893,2.949,31.827,2.335,388.228,468197,NA
"86951-1",4.071,10.015,75.196,29.533,58,1,156,70,0.521,-0.441,3.302,1.57,134.872,0.51,2.104,0.475,0.879,3.482,124.216,1.736,306.09,369139,NA
"86951-1",1.559,6.057,65.151,21.211,67,0,146,64,0.462,0.643,1.604,1.238,171.776,0.534,1.295,0.772,0.837,1.781,14.036,1.457,101.563,122483,NA
"86951-1",2.1,8.939,67.288,27.226,52,0,149,66,0.138,-0.182,2.4,1.114,162.947,0.33,2.154,0.464,0.745,2.43,139.325,1.473,141.329,170440,NA
"86951-1",11.576,19.045,77.063,26.792,60,0,148,72,0.438,-0.639,4.427,3.329,88.376,0.401,1.33,0.752,0.866,4.693,66.109,3.579,892.05,1075797,NA
"86951-1",1.993,6.517,83.015,20.597,72,28,152,82,0.422,0.39,2.544,0.998,4.565,0.59,2.55,0.392,0.925,2.68,177.537,1.069,165.482,199568,NA
"86951-1",0.227,1.97,64.197,12.44,67,35,106,62,1.02,1.184,0.577,0.501,149.245,0.735,1.152,0.868,0.86,0.672,149.036,0.529,14.586,17590,NA
"86951-1",7.171,13.286,76.282,25.166,64,0,162,73,0.333,0.239,3.321,2.749,40.497,0.51,1.208,0.828,0.892,3.849,45.909,2.928,547.015,659691,NA
"86951-1",1.386,6.82,59.66,15.897,60,0,99,60,-0.46,0.752,1.508,1.171,37.311,0.375,1.288,0.777,0.76,1.778,24.905,1.476,82.714,99752,NA
"86951-1",1.335,6.766,68.482,18.772,53,19,148,67,0.819,1.417,1.38,1.232,40.324,0.366,1.12,0.893,0.844,1.526,31.891,1.385,91.424,110256,NA
"86951-1",7.416,13.877,78.212,27.078,74,0,154,77,-0.01,-0.074,3.829,2.466,23.252,0.484,1.553,0.644,0.855,4.257,21.01,3.027,579.984,699451,NA
"86951-1",0.913,4.434,63.847,14.591,74,22,99,65,-0.342,-0.368,1.306,0.89,85.899,0.584,1.468,0.681,0.818,1.453,50.631,1.024,58.289,70295,NA
"86951-1",1.07,5.594,68.397,17.979,67,0,124,67,0.203,0.72,1.373,0.993,146.092,0.43,1.383,0.723,0.835,1.831,143.31,1.159,73.218,88300,NA
"86951-1",3.706,11.387,74.012,25.412,62,0,153,71,0.463,0.307,3.39,1.392,149.764,0.359,2.436,0.411,0.857,3.571,142.206,1.553,274.264,330758,NA
"86951-1",0.21,1.913,62.897,10.48,59,25,92,61,0.386,0.256,0.649,0.412,31.414,0.721,1.577,0.634,0.882,0.747,27.553,0.456,13.195,15913,NA
"86951-1",2.042,5.865,85.604,23.567,64,0,137,86,-0.286,-0.04,1.709,1.522,88.375,0.746,1.123,0.89,0.949,1.903,79.54,1.578,174.831,210843,NA
"86951-1",0.515,3.302,73.692,18.004,59,44,122,69,0.748,-0.335,1.377,0.476,179.312,0.593,2.893,0.346,0.939,1.387,4.764,0.49,37.947,45763,NA
"86951-2",0.356,2.836,122.825,26.059,126,25,164,129,-1.091,0.856,0.725,0.625,57.471,0.556,1.16,0.862,0.797,0.915,61.821,0.721,43.752,52692,"nAd"
"86951-2",0.471,3.047,78.192,20.738,72,9,137,75,0.397,0.046,0.838,0.715,25.365,0.637,1.171,0.854,0.836,0.955,5.194,0.81,36.812,44335,"Ad"
"86951-2",5.521,11.257,96.548,25.961,123,0,146,102,-0.628,-0.23,3.207,2.192,176.796,0.547,1.463,0.683,0.909,3.506,170.538,2.327,533.025,641947,"Ad"
"86951-2",1.118,6.39,72.358,22.034,65,0,142,72,-0.345,2.33,1.247,1.142,89.246,0.344,1.092,0.915,0.873,1.377,52.651,1.211,80.928,97466,"Ad"
"86951-2",17.858,20.522,114.596,30.143,144,0,153,125,-1.304,1.318,6.244,3.641,1.314,0.533,1.715,0.583,0.953,6.473,6.904,3.672,2046.433,2464615,"Ad"
"86951-2",0.257,3.471,76.249,16.374,68,28,113,78,-0.203,-0.545,0.82,0.398,156.809,0.268,2.06,0.486,0.659,1.16,153.435,0.541,19.563,23561,"nAd"
"86951-2",4.971,11.737,81.532,28.86,0,0,154,85,-0.739,0.477,2.707,2.338,133.754,0.454,1.158,0.864,0.868,3.202,137.553,2.523,405.309,488133,"Ad"
"86951-2",4.65,10.385,98.859,23.964,127,0,146,103,-0.556,-0.395,2.68,2.209,25.85,0.542,1.213,0.824,0.92,2.995,30.018,2.453,459.675,553608,"Ad"
"86951-2",0.576,4.208,82.506,19.026,85,30,141,82,0.157,-0.175,0.892,0.822,100.965,0.409,1.085,0.922,0.823,1.049,110.925,0.864,47.544,57259,"Ad"
"86951-2",1.211,5.307,72.443,18.848,61,14,127,72,0.103,-0.167,1.521,1.014,13.162,0.541,1.499,0.667,0.874,1.678,168.111,1.053,87.76,105694,"nAd"
"86951-2",0.239,2.246,84.205,19.754,74,39,131,80,0.417,-0.581,0.788,0.387,4.187,0.596,2.037,0.491,0.848,0.867,164.578,0.419,20.136,24251,"nAd"
"86951-2",1.601,6.468,74.769,25.616,65,24,150,68,1.035,0.401,1.785,1.142,159.739,0.481,1.563,0.64,0.828,1.99,145.62,1.301,119.696,144155,NA
"86951-2",0.28,2.569,70.439,16.887,54,40,115,68,0.572,-0.272,0.807,0.442,4.998,0.533,1.827,0.547,0.784,0.926,5.356,0.513,19.71,23738,"nAd"
"86951-2",0.333,2.878,89.549,23.016,84,34,141,88,0.16,-0.761,0.748,0.567,16.779,0.505,1.319,0.758,0.841,0.863,25.71,0.634,29.816,35909,"nAd"
"86951-2",0.709,3.638,67.389,28.167,61,0,132,66,-0.143,-0.255,1.108,0.815,122.672,0.673,1.361,0.735,0.9,1.358,107.281,0.897,47.785,57550,"nAd"
"86951-2",3.633,10.463,68.393,23.986,65,0,154,69,-0.258,0.355,2.249,2.057,85.05,0.417,1.093,0.915,0.802,2.723,50.583,2.428,248.451,299221,"nAd"
"86951-2",0.341,2.694,67.856,13.678,62,34,102,66,0.406,-0.673,0.742,0.586,74.48,0.591,1.266,0.79,0.86,0.825,102.095,0.65,23.157,27889,NA
"86951-2",0.264,2.134,68.041,12.006,75,33,91,69,-0.409,-0.455,0.723,0.465,97.445,0.729,1.555,0.643,0.941,0.801,120.256,0.432,17.966,21637,NA
"86951-2",8.067,18.139,75.639,34.344,0,0,160,76,-0.259,-0.255,3.513,2.924,103.77,0.308,1.201,0.832,0.852,3.901,102.804,3.35,610.15,734832,"nAd"
"86951-2",1.118,5.897,82.527,28.556,0,0,141,89,-1.192,1.358,1.405,1.013,12.728,0.404,1.387,0.721,0.843,1.575,34.563,1.124,92.234,111082,NA
"86951-2",0.213,1.873,80.206,16.198,76,34,137,79,0.574,1.247,0.607,0.447,8.359,0.764,1.357,0.737,0.877,0.665,17.65,0.474,17.115,20613,NA
"86951-2",0.242,2.026,69.639,14.066,65,16,111,70,-0.275,1.217,0.62,0.496,34.773,0.739,1.251,0.799,0.866,0.713,14.036,0.549,16.827,20265,"nAd"
"86951-2",3.017,11.915,65.897,21.054,61,0,121,67,-0.509,0.513,2.962,1.297,164.738,0.267,2.284,0.438,0.801,3.147,164.055,1.574,198.836,239468,"nAd"
"86951-2",1.062,5.238,71.008,23.048,68,0,143,70,-0.211,1.97,1.476,0.916,16.341,0.486,1.612,0.62,0.879,1.495,33.996,0.989,75.409,90819,"Ad"
"86951-2",0.431,3.824,75.609,24.175,52,14,140,73,0.291,-0.365,0.9,0.61,92.156,0.37,1.475,0.678,0.723,1.031,63.435,0.723,32.583,39241,"nAd"
"86951-2",3.021,12.432,69.898,25.304,70,0,138,69,0.006,0.255,2.91,1.322,17.893,0.246,2.201,0.454,0.795,3.263,29.055,1.587,211.142,254288,"nAd"
"86951-2",0.322,2.579,78.513,19.662,61,38,126,75,0.417,-0.741,0.737,0.556,102.765,0.609,1.325,0.755,0.815,0.888,125.754,0.629,25.294,30463,"nAd"
"86951-2",0.286,2.416,84.881,20.662,72,25,132,84,0.009,-0.709,0.726,0.501,0.357,0.615,1.447,0.691,0.854,0.865,150.018,0.559,24.245,29199,"nAd"
"86951-2",0.585,5.006,72.895,25.256,87,0,132,72,-0.07,-0.315,1.134,0.657,50.645,0.294,1.724,0.58,0.625,1.302,24.864,0.938,42.671,51391,"nAd"
"86951-2",0.351,2.956,70.551,19.294,69,0,108,73,-0.699,0.706,0.854,0.524,109.389,0.505,1.629,0.614,0.77,1.06,132.797,0.611,24.779,29843,"nAd"
"86951-2",0.827,4.35,78.664,20.51,76,33,132,76,0.454,-0.526,1.365,0.771,166.288,0.549,1.77,0.565,0.845,1.495,160.866,0.82,65.055,78349,"nAd"
"86951-2",0.44,3.776,72.189,15.968,72,33,123,71,0.609,0.132,1.002,0.559,73.876,0.388,1.791,0.558,0.725,1.185,48.945,0.705,31.768,38260,"nAd"
"86951-2",0.245,2.097,73.82,15.274,87,47,116,71,0.654,-0.123,0.643,0.485,25.523,0.7,1.326,0.754,0.851,0.744,35.538,0.507,18.082,21777,"nAd"
"86951-2",0.859,4.728,97.543,30.73,143,0,151,91,0.131,-1.007,1.191,0.918,103.311,0.483,1.297,0.771,0.917,1.223,81.87,0.95,83.746,100859,"Ad"
"86951-2",12.018,19.324,93.001,30.428,124,0,159,100,-0.752,-0.01,4.84,3.162,169.864,0.404,1.531,0.653,0.859,5.614,160.821,3.458,1117.695,1346093,"Ad"
"86951-2",1.612,7.032,78.087,23.401,74,0,145,77,-0.2,1.125,1.561,1.315,152.317,0.41,1.188,0.842,0.838,1.75,147.095,1.494,125.914,151644,"Ad"
"86951-2",1.056,6.667,83.49,22.712,74,0,154,79,0.589,1.384,1.303,1.032,129.123,0.299,1.263,0.792,0.83,1.418,142.431,1.199,88.18,106199,"Ad"
"86951-2",1.624,7.014,84.902,32.064,0,0,166,84,-0.15,0.771,1.604,1.289,8.339,0.415,1.245,0.803,0.853,1.735,168.503,1.349,137.89,166068,"Ad"
"86951-2",4.278,9.211,88.736,27.822,104,0,158,95,-0.928,1.305,2.739,1.989,16.618,0.634,1.377,0.726,0.931,2.993,23.85,2.139,379.597,457167,"Ad"
"86951-2",1.364,5.048,84.124,29.305,106,4,162,85,-0.138,-0.484,1.374,1.264,89.143,0.673,1.087,0.92,0.94,1.552,148.671,1.326,114.764,138216,"Ad"
"86951-2",7.112,12.167,87.135,26.226,117,0,158,87,-0.349,-0.128,3.511,2.579,2.506,0.604,1.362,0.734,0.938,3.897,23.532,2.6,619.684,746314,"Ad"
"86951-2",0.538,3.475,73.77,19.673,74,0,145,72,0.695,2.535,0.842,0.814,156.797,0.56,1.034,0.967,0.863,1.002,161.565,0.83,39.692,47803,"Ad"
