"MouseID","Area","Perim.","Mean","StdDev","Mode","Min","Max","Median","Skew","Kurt","Major","Minor","Angle","Circ.","AR","Round","Solidity","Feret","FeretAngle","MinFeret","IntDen","RawIntDen","TumourCalling"
"86273-1",0.573,3.204,76.77,16.982,77,18,132,77,0.154,0.051,0.905,0.806,43.611,0.702,1.123,0.89,0.895,0.972,60.461,0.873,43.991,55351,"Ad"
"86273-1",1.177,5.702,64.723,13.065,71,0,97,66,-0.794,1.931,1.376,1.089,47.591,0.455,1.264,0.791,0.859,1.589,27.474,1.116,76.183,95855,"nAd"
"86273-1",7.543,17.621,71.586,25.194,82,0,145,73,-0.351,0.155,3.708,2.59,157.939,0.305,1.431,0.699,0.835,4.199,152.403,3.046,539.983,679419,"nAd"
"86273-1",1.292,6.912,66.279,22.487,53,0,137,66,-0.144,0.845,1.554,1.059,168.717,0.34,1.467,0.682,0.825,1.614,160.615,1.24,85.653,107770,"nAd"
"86273-1",1.183,5.625,65.094,16.049,60,0,107,66,-0.714,1.4,1.33,1.132,34.516,0.47,1.176,0.851,0.809,1.731,6.546,1.32,76.982,96860,"nAd"
"86273-1",1.941,8.669,74.256,21.352,78,0,127,75,-0.449,0.256,2.05,1.205,176.012,0.325,1.701,0.588,0.843,2.162,157.782,1.303,144.119,181334,"nAd"
"86273-1",2.962,11.786,59.873,16.327,53,0,110,60,-0.299,0.633,2.705,1.394,86.607,0.268,1.939,0.516,0.804,2.915,85.006,1.748,177.35,223146,"nAd"
"86273-1",0.552,3.884,65.365,11.228,65,36,94,65,-0.044,-0.43,0.937,0.749,94.444,0.459,1.25,0.8,0.768,1.072,54.638,0.874,36.053,45363,"nAd"
"86273-1",2.876,10.73,64.157,21.606,71,0,122,66,-0.533,0.386,2.568,1.426,166.769,0.314,1.801,0.555,0.813,2.739,8.881,1.776,184.534,232185,"nAd"
"86273-1",0.423,3.741,73.256,16.746,69,32,117,73,0.342,-0.24,0.945,0.57,164.508,0.38,1.659,0.603,0.804,1.112,149.534,0.62,30.974,38972,"nAd"
"86273-1",1.348,6.883,80.14,25.236,82,0,135,82,-0.438,-0.261,1.498,1.146,0.626,0.358,1.308,0.765,0.826,1.822,8.005,1.24,108.024,135918,"nAd"
"86273-1",1.644,9.15,69.669,23.155,69,0,135,69,0.098,-0.186,1.956,1.07,33.223,0.247,1.827,0.547,0.756,2.332,26.565,1.285,114.563,144146,"nAd"
"86273-1",0.203,2.447,68.613,15.257,55,26,116,69,0.235,0.19,0.653,0.397,46.759,0.427,1.646,0.607,0.78,0.759,41.987,0.476,13.96,17565,"nAd"
"86273-1",0.371,3.476,70.079,14.303,71,31,112,70,0.297,0.27,0.864,0.547,14.837,0.386,1.581,0.632,0.741,1.026,15.945,0.631,26.011,32727,"nAd"
"86273-1",1.083,5.83,66.898,20.328,61,7,112,67,-0.237,-0.18,1.391,0.992,179.415,0.401,1.402,0.713,0.788,1.623,7.989,1.118,72.469,91182,"nAd"
"86273-1",6.701,14.862,87.657,28.027,104,0,151,90,-0.302,-0.385,4.371,1.952,1.456,0.381,2.24,0.446,0.877,4.692,4.135,2.071,587.368,739040,"Ad"
"86273-1",0.575,4.084,75.087,21.466,69,0,123,75,-0.362,-0.055,1.028,0.712,72.997,0.434,1.443,0.693,0.776,1.204,73.686,0.902,43.206,54363,"nAd"
"86273-1",1.097,5.387,57.83,14.921,60,0,100,59,-0.678,1.162,1.267,1.102,24.837,0.475,1.15,0.869,0.823,1.538,48.715,1.218,63.427,79805,"nAd"
"86273-1",1.35,5.958,60.893,14.849,65,0,117,61,-0.507,1.844,1.355,1.269,77.698,0.478,1.068,0.936,0.874,1.578,138.621,1.22,82.226,103458,"nAd"
"86273-1",4.414,11.789,65.795,23.079,71,0,131,66,-0.15,0.071,2.679,2.098,171.3,0.399,1.277,0.783,0.877,3.378,165.5,2.262,290.432,365428,"nAd"
"86273-1",1.614,5.699,65.023,16.98,74,4,118,67,-0.315,0.081,1.635,1.257,15.06,0.624,1.301,0.769,0.894,1.76,35.218,1.352,104.959,132062,"nAd"
"86273-1",0.205,2.328,64.329,12.373,71,32,90,63,0.068,-0.677,0.737,0.354,76.558,0.476,2.079,0.481,0.766,0.796,67.068,0.423,13.191,16597,"nAd"
"86273-1",4.642,10.967,79.379,22.869,71,0,137,78,0.039,-0.373,2.726,2.168,69.757,0.485,1.257,0.795,0.903,3.01,56.459,2.368,368.5,463655,"Ad"
"86273-1",0.384,3.161,79.354,16.531,71,34,119,80,-0.151,-0.568,0.756,0.646,148.389,0.483,1.17,0.854,0.881,0.846,150.018,0.705,30.462,38328,"nAd"
"86273-1",0.88,4.678,65.684,27.192,0,0,118,70,-0.772,0.031,1.137,0.985,125.178,0.505,1.155,0.866,0.796,1.4,161.2,1.144,57.789,72712,"nAd"
"86273-1",0.517,3.802,80.774,18.869,86,30,124,83,-0.149,-0.642,0.847,0.778,172.364,0.45,1.088,0.919,0.844,1.012,167.125,0.854,41.792,52584,"nAd"
"86273-1",2.658,7.351,77.297,17.149,71,0,116,78,-0.495,0.708,2.055,1.647,11.931,0.618,1.248,0.801,0.937,2.086,13.285,1.653,205.434,258482,"nAd"
"86273-1",2.509,10.232,64.275,28.311,0,0,139,66,-0.312,-0.114,2.356,1.356,165.097,0.301,1.737,0.576,0.809,2.638,169.531,1.65,161.273,202917,"nAd"
"86273-1",0.328,2.802,72.053,15.054,71,38,109,71,0.056,-0.708,0.769,0.544,166.705,0.525,1.414,0.707,0.86,0.861,148.392,0.592,23.651,29758,"nAd"
"86273-1",4.355,12.912,63.885,20.771,71,0,138,63,0.031,0.454,2.748,2.018,85.395,0.328,1.362,0.734,0.804,3.023,70.382,2.355,278.243,350091,"nAd"
"86273-1",0.877,5.325,68.272,19.986,69,8,120,68,-0.02,-0.08,1.234,0.906,152.15,0.389,1.362,0.734,0.74,1.517,125.166,1.093,59.904,75372,"nAd"
"86273-1",5.756,12.696,71.889,18.574,71,0,122,72,-0.195,0.041,2.94,2.493,23.544,0.449,1.179,0.848,0.868,3.318,170.218,2.838,413.773,520619,"nAd"
"86273-1",0.393,3.021,74.529,13.882,80,38,112,74,0.036,-0.258,0.864,0.58,169.684,0.542,1.491,0.671,0.804,1.009,144.09,0.63,29.321,36892,"nAd"
"86273-1",0.387,4.008,58.706,10.471,54,24,85,58,-0.108,-0.151,0.878,0.561,5.089,0.303,1.564,0.639,0.68,1.016,33.69,0.714,22.723,28590,"nAd"
"86273-1",1.525,8.587,71.474,23.211,61,0,129,73,-0.388,-0.117,1.86,1.044,38.13,0.26,1.781,0.561,0.755,2.133,29.275,1.286,109.01,137159,"nAd"
"86273-1",0.228,2.119,69.456,13.838,71,36,98,71,-0.282,-0.647,0.566,0.513,45.954,0.639,1.102,0.907,0.868,0.67,75.379,0.558,15.843,19934,"nAd"
"86273-1",3.222,10.498,79.156,33.074,0,0,190,76,0.031,-0.134,2.463,1.666,175.522,0.367,1.479,0.676,0.855,2.907,160.159,1.801,255.04,320897,"Ad"
"86273-1",0.405,2.703,71.383,26.494,78,0,136,72,-0.242,-0.035,0.797,0.646,8.523,0.696,1.233,0.811,0.853,0.913,8.881,0.722,28.877,36334,"nAd"
"86273-1",0.232,2.251,74.736,17.684,78,26,128,74,0.145,0.134,0.687,0.43,25.994,0.576,1.596,0.627,0.807,0.79,34.824,0.504,17.344,21823,"nAd"
"86273-1",0.215,2.384,66.465,13.402,51,28,101,66,0.274,-0.222,0.628,0.437,77.326,0.476,1.436,0.696,0.747,0.797,98.13,0.49,14.315,18012,"nAd"
"86273-1",0.435,3.101,67.441,16.216,68,17,113,65,0.426,0.229,0.912,0.607,75.836,0.568,1.503,0.665,0.808,1.025,58.496,0.722,29.319,36890,"nAd"
"86273-1",1.307,6.766,74.354,20.232,72,0,137,75,-0.174,0.293,1.565,1.063,11.548,0.359,1.472,0.679,0.791,1.896,5.117,1.174,97.151,122238,"nAd"
"86273-1",0.378,3.344,68.605,14.97,61,33,106,68,0.15,-0.752,0.771,0.625,159.941,0.425,1.234,0.811,0.784,0.957,166.373,0.717,25.954,32656,"nAd"
"86273-1",0.265,2.351,77.018,17.629,76,13,119,76,-0.026,-0.443,0.686,0.491,109.616,0.602,1.398,0.715,0.786,0.72,149.421,0.586,20.384,25647,"Ad"
"86273-1",0.648,4.253,55.906,21.725,53,0,111,56,0.013,-0.253,0.995,0.829,121.958,0.45,1.201,0.833,0.768,1.353,144.324,0.89,36.212,45563,"nAd"
"86273-1",0.852,5.42,72.544,21.13,69,3,136,72,0.12,0.231,1.28,0.847,14.91,0.364,1.511,0.662,0.82,1.438,168.69,0.893,61.807,77767,"nAd"
"86273-1",0.23,2.53,70.464,15.822,56,31,115,70,0.411,-0.222,0.661,0.442,114.396,0.451,1.494,0.67,0.773,0.752,102.995,0.529,16.185,20364,"nAd"
"86273-2",0.374,3.759,116.34,26.031,149,39,154,118,-0.758,0.134,1.248,0.382,148.22,0.333,3.267,0.306,0.723,1.391,135,0.413,43.536,52004,"nAd"
"86273-2",0.219,2.709,116.502,46.786,176,35,183,101,0.068,-1.569,0.911,0.305,136.751,0.374,2.986,0.335,0.701,1.053,142.815,0.441,25.456,30407,"nAd"
"86273-2",0.874,5.117,101.715,37.832,67,15,169,98,0.151,-1.233,1.551,0.717,96.583,0.419,2.162,0.463,0.849,1.77,101.31,0.897,88.899,106190,"nAd"
"86273-2",0.202,2.079,104.685,36.16,90,30,170,97,0.245,-0.966,0.632,0.407,88.742,0.587,1.554,0.644,0.803,0.732,71.565,0.489,21.121,25229,"nAd"
"86273-2",0.404,4.082,71.266,15.965,75,30,116,71,0.131,-0.566,0.957,0.537,126.464,0.304,1.783,0.561,0.694,1.204,155.898,0.675,28.757,34350,"nAd"
"86273-2",0.219,2.12,70.655,16.93,74,37,115,68,0.397,-0.615,0.63,0.441,133.416,0.611,1.429,0.7,0.814,0.69,123.024,0.522,15.438,18441,"nAd"
"86273-2",1.562,6.689,68.403,26.062,56,0,152,68,0.023,-0.17,1.506,1.321,18.533,0.439,1.14,0.877,0.84,1.76,25.301,1.348,106.856,127640,"nAd"
"86273-2",0.316,3.196,62.584,13.113,61,29,102,62,0.285,-0.079,0.789,0.509,18.709,0.388,1.55,0.645,0.693,0.955,35.134,0.667,19.752,23594,"nAd"
"86273-2",1.511,6.644,64.118,27.51,68,0,128,66,-0.229,-0.502,1.524,1.263,143,0.43,1.207,0.829,0.855,1.773,151.763,1.379,96.888,115733,"nAd"
"86273-2",3.283,12.731,69.121,25.395,58,0,146,68,-0.172,0.172,2.478,1.687,15.977,0.255,1.468,0.681,0.809,2.785,29.228,1.891,226.95,271093,"nAd"
"86273-2",0.389,3.023,68.882,16.236,56,25,128,66,0.35,-0.329,0.898,0.552,141.024,0.535,1.626,0.615,0.858,0.923,131.186,0.609,26.814,32030,"nAd"
"86273-2",0.507,3.169,71.29,21.324,61,38,142,64,1.196,0.731,0.912,0.708,149.993,0.635,1.287,0.777,0.894,0.97,153.435,0.737,36.167,43202,"nAd"
"86273-2",0.596,3.697,76.114,24.279,51,34,146,71,0.622,-0.547,0.986,0.77,125.828,0.548,1.281,0.781,0.785,1.14,156.038,0.859,45.368,54193,"nAd"
"86273-2",0.351,3.936,64.838,14.931,56,28,108,62,0.501,-0.453,0.861,0.519,109.885,0.285,1.66,0.602,0.721,1.081,105.524,0.655,22.743,27167,"nAd"
"86273-2",0.499,3.731,62.099,10.946,63,32,89,62,0.015,-0.696,0.865,0.735,41.343,0.45,1.177,0.85,0.772,1.046,75.579,0.839,30.984,37011,"nAd"
"86273-2",0.248,2.498,60.48,15.576,52,19,117,56,1.208,1.858,0.753,0.419,179.028,0.499,1.798,0.556,0.807,0.815,173.884,0.454,14.987,17902,"nAd"
"86273-2",0.326,2.869,66.854,14.652,80,19,101,66,-0.122,-0.196,1.006,0.413,135.767,0.498,2.434,0.411,0.786,1.036,144.09,0.496,21.827,26073,"nAd"
"86273-2",0.364,3.459,69.457,17.801,60,0,118,67,-0.124,0.433,0.745,0.623,55.868,0.383,1.196,0.836,0.813,0.908,59.349,0.712,25.294,30214,"nAd"
"86273-2",1.402,4.763,108.68,22.207,122,35,149,114,-0.825,0.063,1.502,1.189,4.288,0.777,1.264,0.791,0.944,1.594,15.803,1.186,152.397,182039,"nAd"
"86273-3",0.825,4.117,120.09,36.151,83,37,189,118,0.049,-1.21,1.237,0.849,83.726,0.612,1.456,0.687,0.88,1.36,80.134,0.883,99.101,116727,"nAd"
"86273-3",1.678,7.378,77.144,24.467,68,0,152,74,0.411,0.657,1.624,1.316,109.379,0.387,1.234,0.81,0.882,1.775,113.199,1.478,129.418,152437,"nAd"
"86273-4",1.821,7.978,120.896,15.832,133,48,151,123,-1.021,1.864,3.116,0.744,165.598,0.359,4.187,0.239,0.719,3.433,165.379,0.959,220.1,263795,"nAd"
"86273-4",13.416,20.037,81.015,28.755,76,0,157,82,-0.27,-0.173,5.231,3.265,75.923,0.42,1.602,0.624,0.865,5.564,72.788,3.769,1086.931,1302714,"nAd"
"86273-4",1.282,5.408,80.833,17.202,86,0,139,82,-0.239,0.734,1.76,0.927,156.326,0.551,1.898,0.527,0.857,1.849,151.032,1.025,103.593,124159,"nAd"
"86273-4",0.669,3.728,67.188,30.903,66,6,141,65,0.391,-0.336,1.001,0.851,16.335,0.605,1.175,0.851,0.875,1.293,23.703,0.975,44.959,53885,"nAd"
"86273-4",1.185,5.449,77.296,22.506,74,22,133,76,0.071,-0.767,1.364,1.106,7.579,0.501,1.234,0.811,0.876,1.577,28.443,1.198,91.58,109761,"nAd"
"86273-4",1.766,7.344,75.141,21.237,72,0,136,74,-0.189,0.119,2.283,0.985,163.437,0.412,2.317,0.432,0.826,2.377,154.058,1.134,132.725,159074,"nAd"
"86273-4",1.22,6.832,65.915,14.922,68,14,127,66,0.305,0.835,1.489,1.043,0.692,0.328,1.427,0.701,0.8,1.735,177.138,1.205,80.406,96368,"nAd"
"86273-4",0.207,2.157,64.976,11.226,58,41,89,63,0.209,-0.761,0.722,0.365,8.097,0.559,1.978,0.506,0.787,0.753,32.471,0.423,13.445,16114,"nAd"
"86273-4",0.361,2.799,72.3,12.799,72,39,120,72,0.236,0.57,0.718,0.641,88.193,0.579,1.121,0.892,0.878,0.828,119.249,0.635,26.12,31306,"nAd"
"86645-0",9.043,14.639,107.952,27.095,132,0,165,113,-0.689,0.314,4.608,2.499,144.98,0.53,1.844,0.542,0.94,5.077,142.181,2.702,976.234,1241018,"Ad"
"86645-0",4.622,10.374,96.551,23.116,110,0,164,98,-0.586,0.904,3.009,1.955,177.027,0.54,1.539,0.65,0.947,3.162,173.379,1.989,446.21,567236,"Ad"
"86645-0",0.255,2.569,85.731,17.762,93,26,127,89,-0.418,-0.082,0.699,0.464,71.794,0.485,1.506,0.664,0.762,0.873,45,0.558,21.85,27777,"nAd"
"86645-0",0.33,2.983,88.764,22.515,66,2,148,87,0.202,-0.288,0.881,0.478,20.544,0.466,1.845,0.542,0.829,0.967,16.858,0.572,29.327,37281,"nAd"
"86645-0",36.133,26.273,111.311,27.933,127,0,170,120,-1.645,3.421,7.802,5.897,17.801,0.658,1.323,0.756,0.964,8.314,3.094,5.958,4022.057,5112962,"Ad"
"86645-0",0.425,3.435,79.028,13.562,83,45,124,79,0.567,0.612,0.875,0.618,168.758,0.452,1.414,0.707,0.902,0.908,171.119,0.646,33.57,42675,"nAd"
"86645-0",0.734,3.945,73.793,26.641,70,0,159,72,0.301,1.32,1.102,0.848,13.351,0.593,1.299,0.77,0.842,1.27,173.66,0.912,54.159,68849,"nAd"
"86645-0",0.341,2.547,87.392,18.304,95,20,139,88,-0.249,0.727,0.891,0.488,32.921,0.661,1.827,0.547,0.898,0.943,30.379,0.539,29.836,37928,"nAd"
"86645-0",6.174,9.857,102.89,21.852,114,0,165,107,-0.866,1.615,2.859,2.75,142.118,0.798,1.04,0.962,0.969,2.976,2.701,2.717,635.196,807480,"Ad"
"86645-0",0.337,3.587,86.944,20.602,62,47,140,83,0.49,-0.687,0.782,0.548,169.921,0.329,1.427,0.701,0.611,1.1,19.359,0.723,29.272,37212,"nAd"
"86645-0",1.247,5.05,89.712,19.487,97,0,142,91,-1.806,7.739,1.371,1.158,129.033,0.614,1.184,0.845,0.941,1.433,139.764,1.19,111.855,142194,"Ad"
"86645-0",3.976,9.599,81.271,19.026,74,0,155,82,-0.652,3.438,2.436,2.079,121.499,0.542,1.172,0.853,0.936,2.584,154.269,2.145,323.171,410825,"Ad"
"86645-0",1.608,5.969,80.087,28.145,0,0,156,83,-1.207,2.325,2.344,0.873,95.899,0.567,2.684,0.373,0.93,2.3,77.32,1.037,128.771,163698,"Ad"
"86645-0",3.308,9.104,90.331,28.017,98,0,164,94,-1.262,3.015,2.57,1.639,92.349,0.502,1.568,0.638,0.898,2.797,111.161,1.705,298.797,379840,"Ad"
"86645-0",16.528,18.578,100.821,33.293,0,0,176,111,-1.475,2.042,5.873,3.583,85.499,0.602,1.639,0.61,0.928,6.303,81.041,3.819,1666.383,2118357,"Ad"
"86645-0",14.996,15.708,100.068,26.062,104,0,176,104,-1.592,4.139,4.944,3.862,160.414,0.764,1.28,0.781,0.97,5.215,169.778,3.984,1500.665,1907691,"Ad"
"86645-0",0.942,4.938,73.506,12.383,74,26,158,72,2.974,15.67,1.326,0.904,155.491,0.485,1.468,0.681,0.847,1.449,14.574,0.976,69.214,87987,"Ad"
"86645-0",27.787,23.94,112.341,36.285,148,0,197,122,-1.151,1.125,6.856,5.161,166.778,0.609,1.328,0.753,0.927,7.297,22.129,5.461,3121.642,3968327,"Ad"
"86645-0",1.582,5.923,76.008,14.754,67,0,161,76,-0.079,6.448,1.693,1.19,111.894,0.567,1.423,0.703,0.92,1.708,119.511,1.283,120.24,152853,"Ad"
"86645-0",4.971,10.354,89.315,24.182,98,0,159,94,-1.459,3.186,2.804,2.258,86.462,0.583,1.242,0.805,0.961,2.979,93.778,2.244,443.967,564384,"Ad"
"86645-0",2.244,7.406,89.133,21.776,86,0,165,89,-0.208,3.241,2.183,1.309,101.682,0.514,1.668,0.599,0.938,2.252,103.69,1.36,200.039,254296,"Ad"
"86645-0",3.469,8.871,86.782,15.396,94,0,163,88,-0.177,7.637,2.645,1.67,88.618,0.554,1.584,0.631,0.925,2.745,82.367,1.704,301.055,382710,"Ad"
"86645-0",0.237,2.468,80.595,19.72,71,12,145,78,0.896,1.416,0.65,0.464,22.048,0.489,1.401,0.714,0.746,0.736,17.745,0.563,19.083,24259,"Ad"
"86645-0",7.149,13.401,88.576,28.915,0,0,174,91,-1.095,2.1,4.281,2.126,49.379,0.5,2.014,0.497,0.916,4.647,51.124,2.36,633.231,804983,"Ad"
"86645-0",1.633,6.183,81.566,19.41,90,32,156,80,0.857,1.56,1.53,1.359,171.711,0.537,1.125,0.889,0.884,1.7,37.626,1.418,133.203,169332,"Ad"
"86645-0",0.386,2.771,84.664,20.329,71,17,158,79,1.433,2.35,0.74,0.665,59.464,0.632,1.112,0.899,0.844,0.866,29.055,0.743,32.701,41570,"Ad"
"86645-0",1.209,4.52,82.357,20.216,71,33,136,80,0.266,-0.684,1.643,0.937,173.406,0.744,1.754,0.57,0.945,1.672,157.306,0.941,99.574,126582,"nAd"
"86645-0",0.254,2.204,83.539,17.185,85,51,135,82,0.715,0.289,0.704,0.46,15.461,0.658,1.532,0.653,0.864,0.763,17.103,0.518,21.226,26983,"nAd"
"86645-0",1.042,5.067,78.213,15.13,73,31,145,76,0.882,1.902,1.629,0.814,107.26,0.51,2.001,0.5,0.89,1.782,118.179,0.865,81.521,103632,"nAd"
"86645-0",0.503,3.191,80.214,18.012,69,41,137,79,0.551,0.012,0.943,0.679,163.419,0.62,1.389,0.72,0.831,1.164,164.624,0.741,40.321,51257,"nAd"
"86645-0",1.248,5.419,96.089,23.126,110,21,145,98,-0.29,-0.555,1.976,0.804,81.835,0.534,2.457,0.407,0.848,2.116,75.411,0.898,119.881,152397,"nAd"
"86645-0",0.201,1.823,98.063,23.843,101,45,146,99,-0.018,-0.907,0.626,0.408,169.667,0.758,1.536,0.651,0.885,0.683,160.821,0.449,19.671,25006,"nAd"
"86800-0",0.302,2.417,98.69,31.443,69,46,168,91,0.453,-0.866,0.867,0.444,125.333,0.65,1.953,0.512,0.877,0.893,132.397,0.504,29.826,36318,"nAd"
"86800-0",1.816,7.594,77.132,25.076,69,11,161,72,0.689,0.333,1.912,1.209,81.985,0.396,1.582,0.632,0.84,2.04,65.956,1.363,140.057,170539,"nAd"
"86800-0",0.284,3.183,68.191,13.271,70,32,139,68,0.996,4.091,0.773,0.468,8.822,0.353,1.652,0.605,0.65,0.989,10.008,0.629,19.377,23594,"nAd"
"86800-0",1.009,7.649,63.543,20.196,58,0,130,63,-0.244,0.523,1.323,0.97,36.852,0.217,1.363,0.733,0.667,1.577,19.093,1.325,64.084,78031,"nAd"
"86800-0",0.566,5.487,74.128,16.602,66,17,127,74,0.097,-0.053,1.202,0.599,164.814,0.236,2.006,0.498,0.722,1.581,157.62,0.659,41.945,51074,"nAd"
"86800-1",1.368,6.928,74.205,21.064,61,0,156,72,0.344,1.398,1.683,1.035,86.761,0.358,1.627,0.615,0.834,1.857,68.199,1.103,101.53,122957,"nAd"
"86800-1",0.71,4.607,68.415,35.694,0,0,153,71,-0.387,0.021,0.998,0.906,24.919,0.421,1.101,0.909,0.881,1.144,61.504,0.954,48.584,58837,"nAd"
"86800-1",15.493,23.496,80.014,25.428,79,0,159,79,-0.094,0.248,6.173,3.196,66.019,0.353,1.931,0.518,0.854,7.096,79.737,3.576,1239.683,1501306,"nAd"
"86800-1",0.448,2.765,70.797,12.503,77,0,113,71,-0.527,3.234,0.932,0.613,111.05,0.737,1.521,0.657,0.905,0.998,101.634,0.686,31.744,38443,"nAd"
"86800-1",0.239,2.034,66.772,8.161,72,38,84,68,-0.521,-0.085,0.667,0.457,77.651,0.728,1.46,0.685,0.908,0.721,66.501,0.514,15.99,19364,"nAd"
"86800-1",0.222,2.373,74.238,17.997,67,39,125,71,0.759,0.107,0.606,0.467,73.435,0.496,1.299,0.77,0.787,0.721,66.501,0.546,16.49,19970,"nAd"
"86801-0",4.793,9.29,77.233,17.893,80,0,151,79,-1.473,6.241,2.52,2.421,8.809,0.698,1.041,0.961,0.955,2.617,167.407,2.431,370.185,501319,"Ad"
"86801-0",1.902,5.729,90.399,24.314,107,0,152,95,-1.497,3.568,2.095,1.156,131.088,0.728,1.813,0.552,0.961,2.088,124.931,1.172,171.954,232867,"Ad"
"86801-0",12.167,15.563,96.631,25.715,112,0,157,102,-0.904,1.079,5.601,2.766,167.355,0.631,2.025,0.494,0.958,5.93,162.395,2.793,1175.703,1592184,"Ad"
"86801-0",0.634,4.324,70.061,9.401,70,43,99,70,-0.165,-0.347,1.062,0.759,131.566,0.426,1.399,0.715,0.788,1.311,145.981,0.848,44.388,60112,"nAd"
"86801-0",0.273,2.02,69.37,7.8,67,46,92,69,0.193,-0.126,0.685,0.508,46.023,0.842,1.347,0.742,0.914,0.732,58.671,0.519,18.953,25667,"nAd"
"86801-0",2.232,8.189,73.523,17.601,73,0,126,73,-0.771,3.741,2.161,1.315,170.749,0.418,1.644,0.608,0.927,2.261,166.799,1.375,164.068,222187,"Ad"
"86801-0",0.559,5.084,81.828,15.517,80,10,139,81,-0.011,1.475,1.086,0.655,175.783,0.272,1.656,0.604,0.844,1.176,173.367,0.679,45.741,61944,"nAd"
"86801-0",1.848,6.974,72.61,22.587,67,0,156,72,-0.024,3.228,1.828,1.287,105.17,0.477,1.42,0.704,0.9,1.885,114.717,1.384,134.15,181671,"Ad"
"86801-0",0.318,2.375,80.176,17.463,67,45,142,77,1.296,1.674,0.852,0.475,32.05,0.709,1.793,0.558,0.891,0.885,10.62,0.476,25.517,34556,"nAd"
"86801-0",9.67,12.542,98.033,27.063,112,0,158,106,-1.416,2.413,3.902,3.156,1.073,0.773,1.237,0.809,0.964,4.067,5.368,3.34,948.014,1283838,"Ad"
"86801-0",2.251,6.09,77.724,19.47,70,0,159,78,-0.72,5.016,1.812,1.582,39.053,0.763,1.146,0.873,0.954,1.918,20.746,1.629,174.99,236979,"Ad"
"86801-0",4.515,9.718,81.275,20.38,80,0,155,80,-0.269,2.375,3.272,1.757,178.017,0.601,1.863,0.537,0.941,3.337,173.454,1.766,366.935,496918,"Ad"
"86801-0",1.136,5.298,78.733,26.622,0,0,151,82,-1.001,1.882,1.301,1.112,18.492,0.509,1.17,0.855,0.87,1.549,21.615,1.141,89.416,121091,"Ad"
"86801-0",0.735,3.495,79.524,19.765,87,0,148,83,-1.04,3.396,1.241,0.754,93.901,0.756,1.646,0.608,0.965,1.313,117.096,0.679,58.487,79206,"Ad"
"86801-0",1.342,4.978,81.255,27.682,0,0,156,86,-1.179,2.411,1.486,1.15,129.839,0.681,1.291,0.774,0.939,1.656,131.009,1.25,109.08,147721,"Ad"
"86801-0",8.307,13.49,92.362,29.303,0,0,166,100,-1.306,2.132,3.766,2.809,0.241,0.574,1.341,0.746,0.941,4.128,163.951,2.888,767.204,1038978,"Ad"
"86801-0",9.103,15.106,96.568,28.464,118,0,166,103,-1.212,1.781,5.161,2.246,3.844,0.501,2.298,0.435,0.932,4.994,168.384,2.276,879.087,1190495,"Ad"
"86801-0",2.6,7.187,75.976,15.555,77,0,157,75,1.326,5.294,1.835,1.804,61.33,0.632,1.017,0.984,0.906,2.047,84.668,1.87,197.536,267511,"Ad"
"86801-0",4.494,9.204,76.776,20.88,80,0,164,78,-0.886,4.871,2.873,1.992,82.598,0.667,1.442,0.693,0.93,3.083,95.057,2.067,345.032,467256,"Ad"
"86801-0",5.292,11.982,84.482,28.744,0,0,200,84,-0.48,1.628,3.538,1.904,56.42,0.463,1.858,0.538,0.931,3.604,54.513,1.997,447.102,605483,"Ad"
"86801-0",2.813,9.423,68.207,19.016,71,0,167,70,-0.515,6.962,2.513,1.425,63.815,0.398,1.763,0.567,0.871,2.572,58.829,1.592,191.892,259868,"Ad"
"86801-0",16.507,19.107,95.56,30.437,0,0,176,101,-1.147,1.642,5.018,4.188,78.902,0.568,1.198,0.834,0.932,5.386,74.491,4.357,1577.385,2136158,"Ad"
"86801-0",3.01,8.553,78.191,21.948,80,0,159,80,-0.577,3.494,2.26,1.696,105.651,0.517,1.333,0.75,0.937,2.364,136.397,1.646,235.34,318707,"Ad"
"86801-0",1.582,6.065,72.57,17.012,65,15,155,70,1.31,3.388,1.799,1.119,73.454,0.54,1.608,0.622,0.908,1.822,69.944,1.193,114.783,155444,"Ad"
"86801-0",9.818,14.019,87.77,23.565,80,0,207,90,-0.873,3.3,4.576,2.732,22.223,0.628,1.675,0.597,0.953,4.813,19.458,3.032,861.731,1166990,"Ad"
"86801-0",10.775,16.286,86.983,29.114,0,0,166,91,-1.113,1.741,4.94,2.777,27.321,0.511,1.779,0.562,0.907,5.353,29.168,3.15,937.249,1269260,"Ad"
"86801-0",1.774,6.073,78.523,23.493,92,0,152,82,-0.838,1.417,1.912,1.181,75.2,0.605,1.619,0.618,0.9,2.008,50.492,1.371,139.334,188691,"Ad"
"86801-0",1.964,5.418,88.638,17.223,97,0,152,89,-0.426,1.061,1.8,1.389,2.963,0.841,1.295,0.772,0.962,1.864,7.539,1.403,174.104,235778,"Ad"
"86801-0",6.616,11.981,90.156,23.84,110,0,159,94,-1.389,3.555,3.074,2.74,155.472,0.579,1.122,0.891,0.96,3.283,155.556,2.826,596.43,807709,"Ad"
"86801-0",5.957,10.14,92.768,23.833,115,0,154,96,-1.152,2.664,2.975,2.55,31.009,0.728,1.167,0.857,0.97,3.083,40.711,2.552,552.607,748363,"Ad"
